          0.00000000    0.0000   0.0000E+000    0.0000   3.0000E-002   4.4000E-002   6.5000E-002   9.5000E-002   1.3900E-001   2.0400E-001   3.0000E-001   4.4000E-001   6.4600E-001   9.4900E-001   1.3920E+000   2.0400E+000   3.0000E+000   4.4000E+000   6.4600E+000   9.4500E+000   1.3900E+001   2.0400E+001   3.0000E+001   4.5000E+001
 1620779720.51766800    0.0200   1.7103E+006  999.0000   1.2198E+003   1.7822E+003   2.6177E+003   3.7944E+003   5.4851E+003   7.9076E+003   1.1326E+004   1.5984E+004   2.2177E+004   2.9976E+004   3.8930E+004   4.7749E+004   5.3945E+004   5.3870E+004   4.4937E+004   2.8953E+004   1.2584E+004   3.1206E+003   3.3400E+002   8.4662E+000
 1620779723.37782810    0.0200   1.7103E+006  999.0000   1.2198E+003   1.7822E+003   2.6177E+003   3.7944E+003   5.4851E+003   7.9076E+003   1.1326E+004   1.5984E+004   2.2177E+004   2.9976E+004   3.8930E+004   4.7749E+004   5.3945E+004   5.3870E+004   4.4937E+004   2.8953E+004   1.2584E+004   3.1206E+003   3.3400E+002   8.4662E+000
 1620779726.25517110    0.0200   1.7103E+006  999.0000   1.2198E+003   1.7822E+003   2.6177E+003   3.7944E+003   5.4851E+003   7.9076E+003   1.1326E+004   1.5984E+004   2.2177E+004   2.9976E+004   3.8930E+004   4.7749E+004   5.3945E+004   5.3870E+004   4.4937E+004   2.8953E+004   1.2584E+004   3.1206E+003   3.3400E+002   8.4662E+000
 1620779729.11181640    0.0100   1.2318E+006  999.0000   1.8166E+003   2.6496E+003   3.8818E+003   5.6064E+003   8.0614E+003   1.1530E+004   1.6324E+004   2.2652E+004   3.0652E+004   3.9941E+004   4.9165E+004   5.5757E+004   5.6091E+004   4.7300E+004   3.0775E+004   1.3833E+004   3.5226E+003   4.0123E+002   1.3695E+001   5.9052E-002
 1620779731.97783420    0.0100   1.2318E+006  999.0000   1.8166E+003   2.6496E+003   3.8818E+003   5.6064E+003   8.0614E+003   1.1530E+004   1.6324E+004   2.2652E+004   3.0652E+004   3.9941E+004   4.9165E+004   5.5757E+004   5.6091E+004   4.7300E+004   3.0775E+004   1.3833E+004   3.5226E+003   4.0123E+002   1.3695E+001   5.9052E-002
 1620779734.85517740    0.0100   1.2318E+006  999.0000   1.8166E+003   2.6496E+003   3.8818E+003   5.6064E+003   8.0614E+003   1.1530E+004   1.6324E+004   2.2652E+004   3.0652E+004   3.9941E+004   4.9165E+004   5.5757E+004   5.6091E+004   4.7300E+004   3.0775E+004   1.3833E+004   3.5226E+003   4.0123E+002   1.3695E+001   5.9052E-002
 1620779737.71533390    0.0100   9.1298E+005  999.0000   7.4187E+002   1.0836E+003   1.5910E+003   2.3049E+003   3.3291E+003   4.7936E+003   6.8536E+003   9.6474E+003   1.3333E+004   1.7921E+004   2.3084E+004   2.7975E+004   3.1046E+004   3.0208E+004   2.4255E+004   1.4786E+004   5.9194E+003   1.3023E+003   1.1689E+002   2.2549E+000
 1620779740.59266520    0.0100   9.1298E+005  999.0000   7.4187E+002   1.0836E+003   1.5910E+003   2.3049E+003   3.3291E+003   4.7936E+003   6.8536E+003   9.6474E+003   1.3333E+004   1.7921E+004   2.3084E+004   2.7975E+004   3.1046E+004   3.0208E+004   2.4255E+004   1.4786E+004   5.9194E+003   1.3023E+003   1.1689E+002   2.2549E+000
 1620779743.45282510    0.0100   1.3614E+006  999.0000   2.4493E+003   3.5704E+003   5.2262E+003   7.5387E+003   1.0820E+004   1.5434E+004   2.1764E+004   3.0024E+004   4.0282E+004   5.1831E+004   6.2636E+004   6.9146E+004   6.6838E+004   5.3179E+004   3.1768E+004   1.2617E+004   2.6742E+003   2.3324E+002   5.3813E+000   1.2662E-002
 1620779746.33016800    0.0100   1.3614E+006  999.0000   2.4493E+003   3.5704E+003   5.2262E+003   7.5387E+003   1.0820E+004   1.5434E+004   2.1764E+004   3.0024E+004   4.0282E+004   5.1831E+004   6.2636E+004   6.9146E+004   6.6838E+004   5.3179E+004   3.1768E+004   1.2617E+004   2.6742E+003   2.3324E+002   5.3813E+000   1.2662E-002
 1620779749.18681340    0.0100   1.3614E+006  999.0000   2.4493E+003   3.5704E+003   5.2262E+003   7.5387E+003   1.0820E+004   1.5434E+004   2.1764E+004   3.0024E+004   4.0282E+004   5.1831E+004   6.2636E+004   6.9146E+004   6.6838E+004   5.3179E+004   3.1768E+004   1.2617E+004   2.6742E+003   2.3324E+002   5.3813E+000   1.2662E-002
 1620779752.05283120    0.0100   2.1042E+006  999.0000   8.9790E+003   1.3045E+004   1.8999E+004   2.7211E+004   3.8646E+004   5.4279E+004   7.4805E+004   9.9805E+004   1.2748E+005   1.5259E+005   1.6592E+005   1.5696E+005   1.2072E+005   6.8858E+004   2.5229E+004   4.9385E+003   3.6677E+002   6.9785E+000   1.7332E-002   1.3128E-006
 1620779754.93017410    0.0100   2.1042E+006  999.0000   8.9790E+003   1.3045E+004   1.8999E+004   2.7211E+004   3.8646E+004   5.4279E+004   7.4805E+004   9.9805E+004   1.2748E+005   1.5259E+005   1.6592E+005   1.5696E+005   1.2072E+005   6.8858E+004   2.5229E+004   4.9385E+003   3.6677E+002   6.9785E+000   1.7332E-002   1.3128E-006
 1620779757.79033420    0.0100   2.1042E+006  999.0000   8.9790E+003   1.3045E+004   1.8999E+004   2.7211E+004   3.8646E+004   5.4279E+004   7.4805E+004   9.9805E+004   1.2748E+005   1.5259E+005   1.6592E+005   1.5696E+005   1.2072E+005   6.8858E+004   2.5229E+004   4.9385E+003   3.6677E+002   6.9785E+000   1.7332E-002   1.3128E-006
 1620779760.66767740    0.1770   0.0000E+000    2.0100   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000
 1620779763.52431920    0.1770   0.0000E+000    2.0100   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000
 1620779766.39032510    0.1770   0.0000E+000    2.0100   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000
 1620779769.26766800    0.0000   0.0000E+000    2.0100          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN
 1620779772.12782810    0.0000   0.0000E+000    2.0100          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN
 1620779775.00517110    0.0000   0.0000E+000    2.0100          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN
 1620779777.86533120    0.0000   0.0000E+000    2.0100          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN
 1620779780.74267410    0.0000   0.0000E+000    2.0100          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN
 1620779783.59931970    0.0000   1.1761E+006    2.0100          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN
 1620779786.46533820    0.0000   1.1761E+006    2.0100          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN
 1620779789.34268090    0.0000   1.1761E+006    2.0100          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN
 1620779792.19932220    0.0100   4.2950E+006  999.0000   7.4759E+004   1.0755E+005   1.5434E+005   2.1642E+005   2.9800E+005   3.9983E+005   5.1503E+005   6.2270E+005   6.8810E+005   6.6563E+005   5.3022E+005   3.1834E+005   1.2498E+005   2.6800E+004   2.3395E+003   5.7712E+001   2.0107E-001   4.6055E-005   1.8574E-010   7.8474E-019
 1620779795.06532810    0.0100   4.2950E+006  999.0000   7.4759E+004   1.0755E+005   1.5434E+005   2.1642E+005   2.9800E+005   3.9983E+005   5.1503E+005   6.2270E+005   6.8810E+005   6.6563E+005   5.3022E+005   3.1834E+005   1.2498E+005   2.6800E+004   2.3395E+003   5.7712E+001   2.0107E-001   4.6055E-005   1.8574E-010   7.8474E-019
 1620779797.94267110    0.0100   4.2950E+006  999.0000   7.4759E+004   1.0755E+005   1.5434E+005   2.1642E+005   2.9800E+005   3.9983E+005   5.1503E+005   6.2270E+005   6.8810E+005   6.6563E+005   5.3022E+005   3.1834E+005   1.2498E+005   2.6800E+004   2.3395E+003   5.7712E+001   2.0107E-001   4.6055E-005   1.8574E-010   7.8474E-019
 1620779800.80283120    0.0100   4.2297E+006  999.0000   7.1445E+004   1.0281E+005   1.4760E+005   2.0711E+005   2.8544E+005   3.8350E+005   4.9500E+005   6.0023E+005   6.6615E+005   6.4850E+005   5.2138E+005   3.1730E+005   1.2709E+005   2.8057E+004   2.5558E+003   6.7043E+001   2.5571E-001   6.6719E-005   3.2484E-010   1.8249E-018
 1620779803.68017410    0.0100   4.2297E+006  999.0000   7.1445E+004   1.0281E+005   1.4760E+005   2.0711E+005   2.8544E+005   3.8350E+005   4.9500E+005   6.0023E+005   6.6615E+005   6.4850E+005   5.2138E+005   3.1730E+005   1.2709E+005   2.8057E+004   2.5558E+003   6.7043E+001   2.5571E-001   6.6719E-005   3.2484E-010   1.8249E-018
 1620779806.53681970    0.0100   4.2297E+006  999.0000   7.1445E+004   1.0281E+005   1.4760E+005   2.0711E+005   2.8544E+005   3.8350E+005   4.9500E+005   6.0023E+005   6.6615E+005   6.4850E+005   5.2138E+005   3.1730E+005   1.2709E+005   2.8057E+004   2.5558E+003   6.7043E+001   2.5571E-001   6.6719E-005   3.2484E-010   1.8249E-018
 1620779809.40283390    0.0000   6.7484E+006    2.0100          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN
 1620779812.28016500    0.0000   6.7484E+006    2.0100          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN
 1620779815.14032510    0.0000   6.7484E+006    2.0100          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN
 1620779818.01766800    0.0000   3.3739E+006    2.0100          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN
 1620779820.87431340    0.0000   3.3739E+006    2.0100          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN          -NaN
 1620779823.74033120    0.0100   5.0828E+006  999.0000   1.2297E+005   1.7628E+005   2.5163E+005   3.5017E+005   4.7683E+005   6.2933E+005   7.9120E+005   9.2332E+005   9.6852E+005   8.6787E+005   6.1820E+005   3.1526E+005   9.7243E+004   1.4686E+004   7.6738E+002   9.0384E+000   1.0607E-002   5.0849E-007   2.1479E-013   3.0191E-023
 1620779826.61767410    0.0100   5.0828E+006  999.0000   1.2297E+005   1.7628E+005   2.5163E+005   3.5017E+005   4.7683E+005   6.2933E+005   7.9120E+005   9.2332E+005   9.6852E+005   8.6787E+005   6.1820E+005   3.1526E+005   9.7243E+004   1.4686E+004   7.6738E+002   9.0384E+000   1.0607E-002   5.0849E-007   2.1479E-013   3.0191E-023
 1620779829.47783420    0.0100   5.0828E+006  999.0000   1.2297E+005   1.7628E+005   2.5163E+005   3.5017E+005   4.7683E+005   6.2933E+005   7.9120E+005   9.2332E+005   9.6852E+005   8.6787E+005   6.1820E+005   3.1526E+005   9.7243E+004   1.4686E+004   7.6738E+002   9.0384E+000   1.0607E-002   5.0849E-007   2.1479E-013   3.0191E-023
 1620779832.35517740    0.0300   7.2268E+006  999.0000   4.0296E+004   5.8464E+004   8.4974E+004   1.2134E+005   1.7160E+005   2.3948E+005   3.2696E+005   4.3029E+005   5.3865E+005   6.2592E+005   6.5173E+005   5.7871E+005   4.0531E+005   2.0171E+005   6.0498E+004   8.8660E+003   4.2898E+002   4.3863E+000   4.3996E-003   8.2815E-008
 1620779835.21181920    0.0300   7.2268E+006  999.0000   4.0296E+004   5.8464E+004   8.4974E+004   1.2134E+005   1.7160E+005   2.3948E+005   3.2696E+005   4.3029E+005   5.3865E+005   6.2592E+005   6.5173E+005   5.7871E+005   4.0531E+005   2.0171E+005   6.0498E+004   8.8660E+003   4.2898E+002   4.3863E+000   4.3996E-003   8.2815E-008
 1620779838.07782510    0.0300   7.2268E+006  999.0000   4.0296E+004   5.8464E+004   8.4974E+004   1.2134E+005   1.7160E+005   2.3948E+005   3.2696E+005   4.3029E+005   5.3865E+005   6.2592E+005   6.5173E+005   5.7871E+005   4.0531E+005   2.0171E+005   6.0498E+004   8.8660E+003   4.2898E+002   4.3863E+000   4.3996E-003   8.2815E-008
 1620779840.95516800    0.0300   2.2242E+007  999.0000   1.1194E+006   1.5879E+006   2.2313E+006   3.0362E+006   4.0004E+006   5.0290E+006   5.8841E+006   6.1839E+006   5.5608E+006   3.9738E+006   2.0343E+006   6.4054E+005   9.6941E+004   5.2084E+003   6.0105E+001   8.0806E-002   3.9313E-006   1.9887E-012   1.2412E-021   1.0450E-035
 1620779843.81532810    0.0300   2.2242E+007  999.0000   1.1194E+006   1.5879E+006   2.2313E+006   3.0362E+006   4.0004E+006   5.0290E+006   5.8841E+006   6.1839E+006   5.5608E+006   3.9738E+006   2.0343E+006   6.4054E+005   9.6941E+004   5.2084E+003   6.0105E+001   8.0806E-002   3.9313E-006   1.9887E-012   1.2412E-021   1.0450E-035
 1620779846.69267110    0.0300   2.2242E+007  999.0000   1.1194E+006   1.5879E+006   2.2313E+006   3.0362E+006   4.0004E+006   5.0290E+006   5.8841E+006   6.1839E+006   5.5608E+006   3.9738E+006   2.0343E+006   6.4054E+005   9.6941E+004   5.2084E+003   6.0105E+001   8.0806E-002   3.9313E-006   1.9887E-012   1.2412E-021   1.0450E-035
 1620779849.54931640    0.0400   1.1710E+007  999.0000   9.5959E+004   1.3890E+005   2.0118E+005   2.8584E+005   4.0127E+005   5.5399E+005   7.4434E+005   9.5700E+005   1.1576E+006   1.2790E+006   1.2371E+006   9.8635E+005   5.8906E+005   2.3248E+005   4.9619E+004   4.4473E+003   1.0399E+002   3.7122E-001   8.0360E-005   1.4467E-010
 1620779852.41533420    0.0400   1.1710E+007  999.0000   9.5959E+004   1.3890E+005   2.0118E+005   2.8584E+005   4.0127E+005   5.5399E+005   7.4434E+005   9.5700E+005   1.1576E+006   1.2790E+006   1.2371E+006   9.8635E+005   5.8906E+005   2.3248E+005   4.9619E+004   4.4473E+003   1.0399E+002   3.7122E-001   8.0360E-005   1.4467E-010
 1620779855.29267740    0.0400   1.1710E+007  999.0000   9.5959E+004   1.3890E+005   2.0118E+005   2.8584E+005   4.0127E+005   5.5399E+005   7.4434E+005   9.5700E+005   1.1576E+006   1.2790E+006   1.2371E+006   9.8635E+005   5.8906E+005   2.3248E+005   4.9619E+004   4.4473E+003   1.0399E+002   3.7122E-001   8.0360E-005   1.4467E-010
 1620779858.15283820    0.0900   1.5579E+007  999.0000   4.5151E+004   6.5708E+004   9.5942E+004   1.3790E+005   1.9689E+005   2.7870E+005   3.8854E+005   5.2717E+005   6.9019E+005   8.5669E+005   9.8227E+005   1.0042E+006   8.6628E+005   5.8400E+005   2.7350E+005   7.6363E+004   9.5982E+003   3.9184E+002   2.9723E+000   1.2558E-003
 1620779861.03017690    0.0900   1.5579E+007  999.0000   4.5151E+004   6.5708E+004   9.5942E+004   1.3790E+005   1.9689E+005   2.7870E+005   3.8854E+005   5.2717E+005   6.9019E+005   8.5669E+005   9.8227E+005   1.0042E+006   8.6628E+005   5.8400E+005   2.7350E+005   7.6363E+004   9.5982E+003   3.9184E+002   2.9723E+000   1.2558E-003
 1620779863.88681030    0.1700   3.3135E+007  999.0000   1.2149E+005   1.7664E+005   2.5753E+005   3.6938E+005   5.2577E+005   7.4085E+005   1.0259E+006   1.3784E+006   1.7787E+006   2.1615E+006   2.4027E+006   2.3473E+006   1.8937E+006   1.1578E+006   4.6974E+005   1.0657E+005   9.8475E+003   2.5724E+002   1.0154E+000   1.5683E-004
 1620779866.75282810    0.1700   3.3135E+007  999.0000   1.2149E+005   1.7664E+005   2.5753E+005   3.6938E+005   5.2577E+005   7.4085E+005   1.0259E+006   1.3784E+006   1.7787E+006   2.1615E+006   2.4027E+006   2.3473E+006   1.8937E+006   1.1578E+006   4.6974E+005   1.0657E+005   9.8475E+003   2.5724E+002   1.0154E+000   1.5683E-004
 1620779869.63017110    0.1700   3.3135E+007  999.0000   1.2149E+005   1.7664E+005   2.5753E+005   3.6938E+005   5.2577E+005   7.4085E+005   1.0259E+006   1.3784E+006   1.7787E+006   2.1615E+006   2.4027E+006   2.3473E+006   1.8937E+006   1.1578E+006   4.6974E+005   1.0657E+005   9.8475E+003   2.5724E+002   1.0154E+000   1.5683E-004
 1620779872.49033120    0.3000   4.7066E+007  999.0000   1.1222E+005   1.6343E+005   2.3889E+005   3.4391E+005   4.9215E+005   6.9901E+005   9.7938E+005   1.3385E+006   1.7714E+006   2.2337E+006   2.6208E+006   2.7711E+006   2.5129E+006   1.8218E+006   9.4929E+005   3.0935E+005   4.8892E+004   2.7838E+003   3.4374E+001   3.0794E-002
 1620779875.36767410    0.3000   4.7066E+007  999.0000   1.1222E+005   1.6343E+005   2.3889E+005   3.4391E+005   4.9215E+005   6.9901E+005   9.7938E+005   1.3385E+006   1.7714E+006   2.2337E+006   2.6208E+006   2.7711E+006   2.5129E+006   1.8218E+006   9.4929E+005   3.0935E+005   4.8892E+004   2.7838E+003   3.4374E+001   3.0794E-002
 1620779878.22783420    0.3000   4.7066E+007  999.0000   1.1222E+005   1.6343E+005   2.3889E+005   3.4391E+005   4.9215E+005   6.9901E+005   9.7938E+005   1.3385E+006   1.7714E+006   2.2337E+006   2.6208E+006   2.7711E+006   2.5129E+006   1.8218E+006   9.4929E+005   3.0935E+005   4.8892E+004   2.7838E+003   3.4374E+001   3.0794E-002
 1620779881.10517330    0.4651   6.3746E+007    8.9000   1.7014E+005   2.4735E+005   3.6061E+005   5.1723E+005   7.3625E+005   1.0376E+006   1.4377E+006   1.9346E+006   2.5054E+006   3.0690E+006   3.4716E+006   3.5208E+006   3.0739E+006   2.2069E+006   1.2340E+006   5.1592E+005   1.5136E+005   3.1145E+004   4.4393E+003   4.0112E+002
 1620779883.96180730    0.4650   6.3744E+007    8.9400   1.6985E+005   2.4693E+005   3.6001E+005   5.1638E+005   7.3507E+005   1.0360E+006   1.4356E+006   1.9320E+006   2.5025E+006   3.0662E+006   3.4696E+006   3.5200E+006   3.0745E+006   2.2082E+006   1.2349E+006   5.1612E+005   1.5122E+005   3.1037E+004   4.4049E+003   3.9539E+002
 1620779886.82782510    0.4600   6.3659E+007  999.0000   1.1831E+005   1.7245E+005   2.5238E+005   3.6398E+005   5.2224E+005   7.4461E+005   1.0493E+006   1.4460E+006   1.9372E+006   2.4871E+006   2.9960E+006   3.2920E+006   3.1602E+006   2.4892E+006   1.4651E+006   5.6955E+005   1.1694E+005   9.7386E+003   2.0996E+002   4.4488E-001
 1620779889.70516800    0.6600   8.6479E+007  999.0000   1.4419E+005   2.1023E+005   3.0783E+005   4.4426E+005   6.3809E+005   9.1119E+005   1.2869E+006   1.7794E+006   2.3955E+006   3.0976E+006   3.7706E+006   4.2070E+006   4.1312E+006   3.3632E+006   2.0779E+006   8.6657E+005   1.9747E+005   1.9135E+004   5.1519E+002   1.5392E+000
 1620779892.56532810    0.6600   8.6479E+007  999.0000   1.4419E+005   2.1023E+005   3.0783E+005   4.4426E+005   6.3809E+005   9.1119E+005   1.2869E+006   1.7794E+006   2.3955E+006   3.0976E+006   3.7706E+006   4.2070E+006   4.1312E+006   3.3632E+006   2.0779E+006   8.6657E+005   1.9747E+005   1.9135E+004   5.1519E+002   1.5392E+000
 1620779895.44267110    0.6665   8.6591E+007   10.3400   1.9564E+005   2.8467E+005   4.1558E+005   5.9721E+005   8.5243E+005   1.2062E+006   1.6812E+006   2.2811E+006   2.9897E+006   3.7241E+006   4.3102E+006   4.5055E+006   4.0885E+006   3.0711E+006   1.8006E+006   7.8340E+005   2.3402E+005   4.7069E+004   6.1808E+003   4.7399E+002
 1620779898.30283120    0.8437   1.1435E+008   13.7600   2.5723E+005   3.7440E+005   5.4682E+005   7.8627E+005   1.1233E+006   1.5915E+006   2.2222E+006   3.0229E+006   3.9756E+006   4.9746E+006   5.7890E+006   6.0860E+006   5.5449E+006   4.1552E+006   2.3935E+006   9.9269E+005   2.6762E+005   4.4705E+004   4.3392E+003   2.0788E+002
 1620779901.18017410    0.8498   1.1445E+008    8.9400   2.9443E+005   4.2812E+005   6.2433E+005   8.9579E+005   1.2758E+006   1.7994E+006   2.4960E+006   3.3639E+006   4.3665E+006   5.3663E+006   6.0982E+006   6.2231E+006   5.4786E+006   3.9753E+006   2.2514E+006   9.5494E+005   2.8445E+005   5.9369E+004   8.5629E+003   7.8027E+002
 1620779904.03681970    0.9163   1.2710E+008   10.6000   3.2399E+005   4.7123E+005   6.8744E+005   9.8689E+005   1.4066E+006   1.9862E+006   2.7595E+006   3.7273E+006   4.8530E+006   5.9879E+006   6.8373E+006   7.0129E+006   6.1974E+006   4.4922E+006   2.5130E+006   1.0308E+006   2.8636E+005   5.2966E+004   6.3338E+003   4.3723E+002
 1620779906.90283390    0.9180   1.2712E+008    9.5800   3.3569E+005   4.8810E+005   7.1177E+005   1.0212E+006   1.4543E+006   2.0510E+006   2.8445E+006   3.8324E+006   4.9721E+006   6.1053E+006   6.9271E+006   7.0491E+006   6.1737E+006   4.4383E+006   2.4731E+006   1.0210E+006   2.9118E+005   5.6972E+004   7.5055E+003   6.0352E+002
 1620779909.78016500    0.9223   1.2719E+008    8.1400   3.5855E+005   5.2107E+005   7.5924E+005   1.0881E+006   1.5470E+006   2.1765E+006   3.0083E+006   4.0335E+006   5.1978E+006   6.3239E+006   7.0896E+006   7.1090E+006   6.1245E+006   4.3388E+006   2.4021E+006   1.0040E+006   2.9972E+005   6.4438E+004   9.9298E+003   1.0143E+003
 1620779912.64032510    1.0266   1.4551E+008   10.4600   3.8912E+005   5.6582E+005   8.2518E+005   1.1841E+006   1.6865E+006   2.3790E+006   3.3004E+006   4.4485E+006   5.7744E+006   7.0941E+006   8.0517E+006   8.1906E+006   7.1583E+006   5.1161E+006   2.8135E+006   1.1324E+006   3.0854E+005   5.6125E+004   6.6380E+003   4.5706E+002
 1620779915.51766800    1.0271   1.4552E+008   10.1400   3.9324E+005   5.7177E+005   8.3374E+005   1.1961E+006   1.7032E+006   2.4017E+006   3.3302E+006   4.4852E+006   5.8158E+006   7.1345E+006   8.0821E+006   8.2020E+006   7.1491E+006   5.0971E+006   2.8001E+006   1.1295E+006   3.1037E+005   5.7474E+004   7.0082E+003   5.0627E+002
 1620779918.37782810    1.0233   1.4546E+008   13.9800   3.5821E+005   5.2121E+005   7.6083E+005   1.0932E+006   1.5601E+006   2.2070E+006   3.0744E+006   4.1682E+006   5.4551E+006   6.7778E+006   7.8082E+006   8.0922E+006   7.2250E+006   5.2665E+006   2.9228E+006   1.1556E+006   2.9320E+005   4.5576E+004   4.0739E+003   1.7761E+002
 1620779921.25517110    1.0200   1.6077E+008  999.0000   3.8686E+005   5.6339E+005   8.2347E+005   1.1854E+006   1.6962E+006   2.4087E+006   3.3741E+006   4.6100E+006   6.0977E+006   7.6837E+006   9.0061E+006   9.5080E+006   8.6029E+006   6.2166E+006   3.2238E+006   1.0433E+006   1.6320E+005   9.1544E+003   1.1059E+002   9.5776E-002
 1620779924.11181640    1.0278   1.6090E+008    8.3800   5.7463E+005   8.3415E+005   1.2134E+006   1.7349E+006   2.4581E+006   3.4409E+006   4.7207E+006   6.2627E+006   7.9480E+006   9.4616E+006   1.0289E+007   9.8961E+006   8.0580E+006   5.3086E+006   2.6844E+006   1.0089E+006   2.6680E+005   5.0437E+004   6.8126E+003   6.0735E+002
 1620779926.97783420    1.0200   1.6077E+008  999.0000   3.8686E+005   5.6339E+005   8.2347E+005   1.1854E+006   1.6962E+006   2.4087E+006   3.3741E+006   4.6100E+006   6.0977E+006   7.6837E+006   9.0061E+006   9.5080E+006   8.6029E+006   6.2166E+006   3.2238E+006   1.0433E+006   1.6320E+005   9.1544E+003   1.1059E+002   9.5776E-002
 1620779929.85517740    1.1000   1.7223E+008  999.0000   4.0900E+005   5.9565E+005   8.7069E+005   1.2535E+006   1.7939E+006   2.5480E+006   3.5704E+006   4.8804E+006   6.4600E+006   8.1484E+006   9.5651E+006   1.0120E+007   9.1863E+006   6.6693E+006   3.4824E+006   1.1383E+006   1.8071E+005   1.0357E+004   1.2911E+002   1.1738E-001
